title,ingredients,instructions,url
Hot Chocolate Fudge Recipe,Chocolate Chips; Vanilla Extract; Heavy Cream; Condensed Milk; White Chocolate Chips; Miniature Marshmallows,"Line an 8-inch-square baking pan with wax paper or foil, and coat with non-stick spray.

In a microwave-safe bowl, combine the dark chocolate chips, heavy cream and half of the sweetened condensed milk.
 Microwave the dark chocolate mixture in 20-second intervals, stirring in between each interval, until the chocolate is melted.

Add the vanilla extract to the dark chocolate mixture and stir well until smooth.

Transfer the dark chocolate mixture into the prepared pan and spread into an even layer.

In a separate bowl, combine the white chocolate chips with the remaining half of the sweetened condensed milk.
 Microwave the white chocolate mixture in 20-second intervals, stirring in between each interval, until the chocolate is melted.

Evenly spread the white chocolate mixture on top of dark chocolate layer.

Top the chocolate layers with the Mallow Bits or miniature marshmallows, and gently press them down.

Refrigerate for 4 hours, or until set.

Remove the fudge and wax paper from the pan.
 Carefully peel all of the wax paper from the fudge.

Cut the fudge into bite-sized pieces and serve.
",
Spanish-style slow-cooked lamb shoulder & beans Recipe,Roasted pepper; Lamb Shoulder; Onion; Garlic Bulb; Garlic; Olive Oil; Parsley; Rosemary; Olive Oil; Black Olives; Chicken Stock; Hot smoked paprika; Carrots; Butter Beans,"step 1
To make the spice mix, combine all of the ingredients together with a large pinch of salt. Slash the lamb shoulder all over with a sharp knife and rub in. If you have the time, marinate for up to 24 hrs, but this is not essential.

step 2
Heat the oven to 150C/130C fan/gas 2. Heat the oil in a large flameproof casserole dish or roasting tin over a medium-high heat, add the onions, carrots and garlic and sizzle for 5 mins until the onions and carrots are softened. Pour over the stock, then bring to the boil. Nestle the lamb in the pan and cover, then transfer to the oven and roast for 2 hrs.

step 3
Uncover and transfer the lamb to a plate using tongs. Stir the beans, peppers and olives through the stock in the pan, sit the lamb back on top and return to the oven, uncovered, for 1 hr 30 mins until the lamb is cooked through. Transfer the lamb to a board and shred using two forks. Stir the parsley through the braised beans before serving.",https://www.bbcgoodfood.com/recipes/spanish-style-slow-cooked-lamb-shoulder-beans
Easy Rosemary braised red cabbage with kabanos,Red Onions; Red Chilli; Bramley Apples; Kabanos Sausages; Rosemary; Brown Sugar; Olive Oil; Butter; Red Wine Vinegar; Red Cabbage,"step 1
Halve the cabbage, remove the tough stem and thinly slice. Place in a large pan with all the other ingredients apart from the sausages, then mix in 300ml water and some salt and pepper.

step 2
Bring to a simmer, then reduce the heat, cover with a well-fitting lid and gently cook for 1½ hrs, stirring frequently. If too dry, you can add a little more water.

step 3
Add the kabanos to the cabbage mixture, place a lid on the pan and gently simmer for 20 mins. Remove the lid and cook for a further 10 mins. Serve alongside some simple mash or boiled potatoes.",https://www.bbcgoodfood.com/recipes/rosemary-braised-red-cabbage-kabanos
Bryndzové Halušky Style,Egg; Chives; Plain Flour; Salt; Potatoes; Bacon; Bryndza cheese,"1.
 Prepare the Dough
Grate the potatoes finely using a hand grater or food processor.
 Place the grated potatoes in a bowl and mix them with flour, egg, and salt until a sticky dough forms.
 The consistency should be thick but pliable.


2.
 Cook the Dumplings
Bring a large pot of salted water to a boil.
 Using a halušky maker (similar to a spaetzle maker), press the dough directly into the boiling water.
 If you don’t have one, use a tilted cutting board and a knife to scrape small pieces of dough into the water.


Let the dumplings cook until they float to the surface, usually within 2-3 minutes.
 Scoop them out with a slotted spoon and set aside in a large bowl.


3.
 Prepare the Toppings
Chop the bacon into small pieces and fry in a skillet over medium heat until crispy.
 If using a bryndza substitute, mix crumbled feta with a dollop of sour cream to mimic the tangy flavour of traditional Slovak sheep cheese.


4.
 Assemble the Dish
Toss the cooked dumplings with the bryndza cheese (or substitute) until they’re well-coated and creamy.
 Top with the crispy bacon and its drippings.
 Garnish with chopped chives or parsley for an extra touch of colour and flavour.
",https://www.slovakia-foods.co.uk/blog/post/bryndzove-halusky-recipe-a-taste-of-slovakia-national-dish.html
Easy Cajun spiced fish tacos,sour cream; flour tortilla; white fish; lemon; vegetable oil; cayenne pepper; Spring Onions; garlic; avocado; cajun; salsa; little gem lettuce,"Cooking in a cajun spice and cayenne pepper marinade makes this fish super succulent and flavoursome. Top with a zesty dressing and serve in a tortilla for a quick, fuss-free main that's delightfully summery.

On a large plate, mix the cajun spice and cayenne pepper with a little seasoning and use to coat the fish all over.

Heat a little oil in a frying pan, add in the fish and cook over a medium heat until golden. Reduce the heat and continue frying until the fish is cooked through, about 10 minutes. Cook in batches if you don’t have enough room in the pan.

Meanwhile, prepare the dressing by combining all the ingredients with a little seasoning.
Soften the tortillas by heating in the microwave for 5-10 seconds. Pile high with the avocado, lettuce and spring onion, add a spoonful of salsa, top with large flakes of fish and drizzle over the dressing.",https://realfood.tesco.com/recipes/cajun-spiced-fish-tacos.html
Fiskesuppe (Creamy Norwegian Fish Soup),Butter; Carrots; Fish Stock; Potatoes; Garlic; Milk; Chives; Creme Fraiche; Flour; Fish fillet; Leek; Shrimp,"▢
Cut the fish fillets in cubes or strips.
 Crush or chop the garlic.
 Rinse the vegetables and cut into thin strips.

▢
Heat the butter in a pot and add the garlic.
 Once the garlic starts to turn golden add the flour, whisking well.

▢
Add the fish stock and continue to whisk until there are no lumps.

▢
Add the vegetables and milk and bring to a boil.
 Cook for about 10 minutes.

▢
Add the crème fraîche (or sour cream).
 Bring the soup back to a simmer and once the soup begins to bubble again turn off the heat.
 Keep the soup on the burner and add the fish.
 Let the fish cook in the hot soup for 5 minutes.
 If using shrimp, add right before serving.

▢
Sprinkle with chives (or dill or parsley) before serving.
",https://scandinaviancookbook.com/fiskesuppe-creamy-norwegian-fish-soup/
Thai beef stir-fry,Oyster Sauce; Red Chilli; Beef; Basil Leaves; Vegetable Oil,"step 1
Heat a wok or large frying pan until smoking hot.
 Pour in the oil and swirl around the pan, then tip in the beef strips and chilli.
 Cook, stirring all the time, until the meat is lightly browned, about 3 mins, then pour over the oyster sauce.
 Cook until heated through and the sauce coats the meat.
 stir in the basil leaves and serve with plain rice.
",https://www.bbcgoodfood.com/recipes/thai-beef-stir-fry
Griddled flatbreads,Olive Oil; Strong Wholemeal Flour; Sugar; Yeast; Strong white bread flour,"step 1
Tip the flours into a food processor.
 Add the yeast, sugar and 1tsp salt, then mix well.
 Pour in 350ml warm water and the oil, then process to a soft dough.
 Mix for 1 min, then leave until doubled in size, about 1 hour.


step 2
Pulse the dough a couple of times just to knock out the air, then tip onto a floured surface.
 Cut the dough in half and roll out one half to a rectangle about 20 x 40cm.
 Trim the edges using a large sharp knife, then cut into eight 10cm squares.
 Line a large tray or two baking sheets with non-stick paper and arrange the bread rectangles over the tray in one layer.
 Repeat with the other half of the dough.
 Leave in a warm place for about 30 mins until the dough is just starting to rise.


step 3
Place bread directly onto the BBQ racks and cook for a couple of mins until they puff up, then flip over and cook on the other side.
 Tip into a basket and serve with the dips.
",https://www.bbcgoodfood.com/recipes/griddled-flatbreads
Garides Saganaki Homemade,Chopped tomatoes; Cubed Feta cheese; Chopped onion; Minced garlic; Raw king prawns; White wine; Olive oil; Freshly chopped parsley,"Place the prawns in a pot and add enough water to cover. Boil for 5 minutes. Drain, reserving the liquid, and set aside.
Heat 2 tablespoons of oil in a saucepan. Add the onion; cook and stir until soft. Mix in the parsley, wine, tomatoes, garlic and remaining olive oil. Simmer, stirring occasionally, for about 30 minutes, or until the sauce is thickened.
While the sauce is simmering, the prawns should become cool enough to handle. First remove the legs by pinching them, and then pull off the shells, leaving the head and tail on.
When the sauce has thickened, stir in the prawns. Bring to a simmer again if the sauce has cooled with the prawns, and cook for about 5 minutes. Add the feta and remove from the heat. Let stand until the cheese starts to melt. Serve warm with slices of crusty bread.
Though completely untraditional, you can add a few tablespoons of stock or passata to this recipe to make a delicious pasta sauce. Toss with pasta after adding the feta, and serve.",
Brown Stew Chicken,Lime; Cornstarch; Red Pepper; Carrots; Chicken; Allspice; Soy Sauce; Coconut Milk; Thyme; Garlic Clove; Tomato; Vegetable Oil; Onions,"Squeeze lime over chicken and rub well. Drain off excess lime juice.
Combine tomato, scallion, onion, garlic, pepper, thyme, pimento and soy sauce in a large bowl with the chicken pieces. Cover and marinate at least one hour.
Heat oil in a dutch pot or large saucepan. Shake off the seasonings as you remove each piece of chicken from the marinade. Reserve the marinade for sauce.
Lightly brown the chicken a few pieces at a time in very hot oil. Place browned chicken pieces on a plate to rest while you brown the remaining pieces.
Drain off excess oil and return the chicken to the pan. Pour the marinade over the chicken and add the carrots. Stir and cook over medium heat for 10 minutes.
Mix flour and coconut milk and add to stew, stirring constantly. Turn heat down to minimum and cook another 20 minutes or until tender.",http://www.geniuskitchen.com/recipe/authentic-jamaican-brown-stew-chicken-347996
Vietnamese-style veggie hotpot Homemade,Jasmine Rice; Vegetable Stock; Ginger; Garlic Clove; Soy Sauce; Green Beans; Brown Sugar; Butternut Squash; Vegetable Oil; Spring Onions; Coriander Leaves,"step 1
Heat the oil in a medium-size, lidded saucepan. Add the ginger and garlic, then stir-fry for about 5 mins. Add the squash, soy sauce, sugar and stock. Cover, then simmer for 10 mins. Remove the lid, add the green beans, then cook for 3 mins more until the squash and beans are tender. Stir the spring onions through at the last minute, then sprinkle with coriander and serve with rice.",https://www.bbcgoodfood.com/recipes/vietnamese-veggie-hotpot
